"","unique_titles","n_words_s_y","n_words","series","year","genre"
"1692","Dragons: Race to the Edge_2017",33123,2507,"Dragons: Race to the Edge","2017","Animation"
"1693","Dragons: Riders of Berk_2012",28273,2192,"Dragons: Riders of Berk","2012","Animation"
"1694","Dragons: Riders of Berk_2013",40332,2263,"Dragons: Riders of Berk","2013","Animation"
"1695","Dragons: Riders of Berk_2014",21428,2642,"Dragons: Riders of Berk","2014","Animation"
"1696","Dragons: Riders of Berk_2015",59651,3063,"Dragons: Riders of Berk","2015","Animation"
"1697","Dragons: Riders of Berk_2016",2519,2519,"Dragons: Riders of Berk","2016","Animation"
"1698","Drake & Josh_2004",6122,1879,"Drake & Josh","2004","Scripted"
"1699","Dramaworld_2016",9077,855,"Dramaworld","2016","Scripted"
"1700","Drawn Together_2004",18346,2691,"Drawn Together","2004","Animation"
"1701","Drawn Together_2005",18354,2917,"Drawn Together","2005","Animation"
"1702","Drawn Together_2006",36626,2274,"Drawn Together","2006","Animation"
"1703","Drawn Together_2007",7930,2355,"Drawn Together","2007","Animation"
"1704","Drawn Together_2008",9564,2013,"Drawn Together","2008","Animation"
"1705","Drive: Chris Harris on Cars_2012",3431,3431,"Drive: Chris Harris on Cars","2012","Reality-TV"
"1706","Drive: Chris Harris on Cars_2013",1992,1992,"Drive: Chris Harris on Cars","2013","Reality-TV"
"1707","Drive_2007",29383,5575,"Drive","2007","Scripted"
"1708","Drop Dead Diva_2009",75520,5467,"Drop Dead Diva","2009","Scripted"
"1709","Drop Dead Diva_2010",80111,6012,"Drop Dead Diva","2010","Scripted"
"1710","Drop Dead Diva_2011",76618,6080,"Drop Dead Diva","2011","Scripted"
"1711","Drop Dead Diva_2012",80204,5801,"Drop Dead Diva","2012","Scripted"
"1712","Drop Dead Diva_2013",80710,6016,"Drop Dead Diva","2013","Scripted"
"1713","Drop Dead Diva_2014",84880,6784,"Drop Dead Diva","2014","Scripted"
"1714","Drugs, Inc._2010",25764,6570,"Drugs, Inc.","2010","Documentary"
"1715","Drunk History_2013",22988,2632,"Drunk History","2013","Scripted"
"1716","Drunk History_2014",30590,3153,"Drunk History","2014","Scripted"
"1717","Drunk History_2015",22105,3044,"Drunk History","2015","Scripted"
"1718","Drunk History_2016",18814,2897,"Drunk History","2016","Scripted"
"1719","Duck Dodgers_2003",30316,1976,"Duck Dodgers","2003","Animation"
"1720","Duck Dodgers_2004",12621,2357,"Duck Dodgers","2004","Animation"
"1721","Duck Dodgers_2005",13882,2126,"Duck Dodgers","2005","Animation"
"1722","DuckTales_1987",136456,2087,"DuckTales","1987","Animation"
"1723","DuckTales_1988",11397,2391,"DuckTales","1988","Animation"
"1724","DuckTales_1989",47328,2021,"DuckTales","1989","Animation"
"1725","DuckTales_1990",12153,1764,"DuckTales","1990","Animation"
"1726","Duckman: Private Dick/Family Man_1994",43378,3352,"Duckman: Private Dick/Family Man","1994","Animation"
"1727","Duckman: Private Dick/Family Man_1995",30418,3416,"Duckman: Private Dick/Family Man","1995","Animation"
"1728","Duckman: Private Dick/Family Man_1996",58243,3554,"Duckman: Private Dick/Family Man","1996","Animation"
"1729","Duckman: Private Dick/Family Man_1997",81607,2739,"Duckman: Private Dick/Family Man","1997","Animation"
"1730","Due South_1994",52894,7812,"Due South","1994","Scripted"
"1731","Due South_1995",47959,5678,"Due South","1995","Scripted"
"1732","Due South_1997",56774,5370,"Due South","1997","Scripted"
"1733","Due South_1998",61615,5293,"Due South","1998","Scripted"
"1734","Due South_1999",26325,5287,"Due South","1999","Scripted"
"1735","Dune_2000",17682,6779,"Dune","2000","Scripted"
"1736","Durham County_2007",25031,4415,"Durham County","2007","Scripted"
"1737","Durham County_2009",26666,4087,"Durham County","2009","Scripted"
"1738","Durham County_2010",21232,4128,"Durham County","2010","Scripted"
"1739","Dynamo: Magician Impossible_2011",14783,4582,"Dynamo: Magician Impossible","2011","Documentary"
"1740","Dynasty_1981",77600,5119,"Dynasty","1981","Scripted"
"1741","Dynasty_1982",118724,5601,"Dynasty","1982","Scripted"
"1742","Dynasty_1983",130079,5372,"Dynasty","1983","Scripted"
"1743","Dynasty_1984",128930,5084,"Dynasty","1984","Scripted"
"1744","Dynasty_1985",144609,4901,"Dynasty","1985","Scripted"
"1745","Dynasty_1986",158628,5142,"Dynasty","1986","Scripted"
"1746","Dynasty_1987",137399,5077,"Dynasty","1987","Scripted"
"1747","Dynasty_1988",89803,5434,"Dynasty","1988","Scripted"
"1748","Dynasty_1989",99396,6490,"Dynasty","1989","Scripted"
"1749","E-Ring_2005",60139,5045,"E-Ring","2005","Scripted"
"1750","E-Ring_2006",5519,5519,"E-Ring","2006","Scripted"
"1751","ER_1994",42758,4442,"ER","1994","Scripted"
"1752","ER_1995",104484,5436,"ER","1995","Scripted"
"1753","ER_1996",120613,6032,"ER","1996","Scripted"
"1754","ER_1997",122032,6579,"ER","1997","Scripted"
"1755","ER_1998",133083,6362,"ER","1998","Scripted"
"1756","ER_1999",113729,5087,"ER","1999","Scripted"
"1757","ER_2000",117836,5516,"ER","2000","Scripted"
"1758","ER_2001",138356,4715,"ER","2001","Scripted"
"1759","ER_2002",129083,6400,"ER","2002","Scripted"
"1760","ER_2003",116972,5444,"ER","2003","Scripted"
"1761","ER_2004",123055,6276,"ER","2004","Scripted"
"1762","ER_2005",134043,5674,"ER","2005","Scripted"
"1763","ER_2006",128927,5177,"ER","2006","Scripted"
"1764","ER_2007",127390,4953,"ER","2007","Scripted"
"1765","ER_2008",117373,6028,"ER","2008","Scripted"
"1766","ER_2009",80564,7441,"ER","2009","Scripted"
"1767","Eagleheart_2011",14597,1395,"Eagleheart","2011","Scripted"
"1768","Eagleheart_2012",16708,1336,"Eagleheart","2012","Scripted"
"1769","Eagleheart_2013",12752,1561,"Eagleheart","2013","Scripted"
"1770","Eagleheart_2014",2866,1576,"Eagleheart","2014","Scripted"
"1771","Early Edition_1996",28740,4861,"Early Edition","1996","Scripted"
"1772","Early Edition_1997",61460,5597,"Early Edition","1997","Scripted"
"1773","Early Edition_1998",58201,4887,"Early Edition","1998","Scripted"
"1774","Earth 2_1994",28450,4562,"Earth 2","1994","Scripted"
"1775","Earth 2_1995",49436,4201,"Earth 2","1995","Scripted"
"1776","Earth: Final Conflict_1997",30440,3142,"Earth: Final Conflict","1997","Scripted"
"1777","Earth: Final Conflict_1998",81380,3533,"Earth: Final Conflict","1998","Scripted"
"1778","Earth: Final Conflict_1999",87579,3723,"Earth: Final Conflict","1999","Scripted"
"1779","Earth: Final Conflict_2000",87323,4257,"Earth: Final Conflict","2000","Scripted"
"1780","Earth: Final Conflict_2001",79969,4572,"Earth: Final Conflict","2001","Scripted"
"1781","Earth: Final Conflict_2002",45428,2767,"Earth: Final Conflict","2002","Scripted"
"1782","Earth: The Climate Wars_2008",22293,7184,"Earth: The Climate Wars","2008","Documentary"
"1783","Earth: The Power of the Planet_2007",29324,5331,"Earth: The Power of the Planet","2007","Documentary"
"1784","Earthflight_2011",3728,3728,"Earthflight","2011","Documentary"
"1785","Earthflight_2012",17766,3184,"Earthflight","2012","Documentary"
"1786","Earthsea_2005",13965,7317,"Earthsea","2005","Scripted"
"1787","Eastbound & Down_2009",22314,4214,"Eastbound & Down","2009","Scripted"
"1788","Eastbound & Down_2010",26431,3275,"Eastbound & Down","2010","Scripted"
"1789","Eastbound & Down_2012",28586,3377,"Eastbound & Down","2012","Scripted"
"1790","Eastbound & Down_2013",36237,4196,"Eastbound & Down","2013","Scripted"
"1791","Eastwick_2009",61443,5142,"Eastwick","2009","Scripted"
"1792","Eastwick_2010",5483,5483,"Eastwick","2010","Scripted"
"1793","Easy_2016",32979,5607,"Easy","2016","Scripted"
"1794","Ed_2000",18004,5669,"Ed","2000","Scripted"
"1795","Ed_2003",23895,5839,"Ed","2003","Scripted"
"1796","Egypt_2005",30170,5682,"Egypt","2005","Scripted"
"1797","El Chapo_2017",18230,3133,"El Chapo","2017","Scripted"
"1798","Elegance and Decadence: The Age of the Regency_2011",25330,8874,"Elegance and Decadence: The Age of the Regency","2011","Documentary"
"1799","Elementary_2012",66126,6342,"Elementary","2012","Scripted"
"1800","Elementary_2013",157717,6213,"Elementary","2013","Scripted"
"1801","Elementary_2014",132783,7156,"Elementary","2014","Scripted"
"1802","Elementary_2015",145294,5764,"Elementary","2015","Scripted"
"1803","Elementary_2016",188498,6412,"Elementary","2016","Scripted"
"1804","Elementary_2017",96150,6795,"Elementary","2017","Scripted"
"1805","Elena of Avalor_2016",42105,3005,"Elena of Avalor","2016","Animation"
"1806","Elena of Avalor_2017",10739,2771,"Elena of Avalor","2017","Animation"
"1807","Eleventh Hour_2008",40569,4419,"Eleventh Hour","2008","Scripted"
"1808","Eleventh Hour_2009",43707,4778,"Eleventh Hour","2009","Scripted"
"1809","Eli Stone_2008",131878,6050,"Eli Stone","2008","Scripted"
"1810","Eli Stone_2009",25259,6059,"Eli Stone","2009","Scripted"
"1811","Elizabeth I_2005",18324,9156,"Elizabeth I","2005","Scripted"
"1812","Elizabeth R_1971",21104,8540,"Elizabeth R","1971","Scripted"
"1813","Ellery Queen_1975",13127,13127,"Ellery Queen","1975","Scripted"
"1814","Ellery Queen_1976",7686,7686,"Ellery Queen","1976","Scripted"
"1815","Emerald City_2016",2740,2740,"Emerald City","2016","Scripted"
"1816","Emerald City_2017",27271,3337,"Emerald City","2017","Scripted"
"1817","Emily Owens M.D._2012",33336,5136,"Emily Owens M.D.","2012","Scripted"
"1818","Emily Owens M.D._2013",33298,5341,"Emily Owens M.D.","2013","Scripted"
"1819","Emma_2009",24547,6450,"Emma","2009","Scripted"
"1820","Empire of the Seas_2010",29658,7102,"Empire of the Seas","2010","Documentary"
"1821","Empire of the Tsars: Romanov Russia with Lucy Worsley_2016",13705,6821,"Empire of the Tsars: Romanov Russia with Lucy Worsley","2016","Documentary"
"1822","Empire_2005",4879,2037,"Empire","2005","Scripted"
"1823","Empire_2015",134298,6833,"Empire","2015","Scripted"
"1824","Empire_2016",104840,5832,"Empire","2016","Scripted"
"1825","Empire_2017",55768,6185,"Empire","2017","Scripted"
"1826","Empires: Egypt's Golden Empire_2001",16987,5616,"Empires: Egypt's Golden Empire","2001","Documentary"
"1827","Empires: The Roman Empire in the First Century_2001",24249,5897,"Empires: The Roman Empire in the First Century","2001","Documentary"
"1828","Endeavour_2013",36596,7684,"Endeavour","2013","Scripted"
"1829","Endeavour_2014",38906,9517,"Endeavour","2014","Scripted"
"1830","Endeavour_2016",35339,9208,"Endeavour","2016","Scripted"
"1831","Endeavour_2017",35160,9721,"Endeavour","2017","Scripted"
"1832","Endgame_2011",75176,6332,"Endgame","2011","Scripted"
"1833","Engineering an Empire_2006",36432,4964,"Engineering an Empire","2006","Documentary"
"1834","Enlightened_2011",27645,2445,"Enlightened","2011","Scripted"
"1835","Enlightened_2013",23956,2250,"Enlightened","2013","Scripted"
"1836","Enlisted_2014",34156,3078,"Enlisted","2014","Scripted"
"1837","Entourage_2004",30021,3447,"Entourage","2004","Scripted"
"1838","Entourage_2005",54958,3832,"Entourage","2005","Scripted"
"1839","Entourage_2006",45930,3827,"Entourage","2006","Scripted"
"1840","Entourage_2007",87358,4053,"Entourage","2007","Scripted"
"1841","Entourage_2008",51281,4194,"Entourage","2008","Scripted"
"1842","Entourage_2009",51348,4232,"Entourage","2009","Scripted"
"1843","Entourage_2010",51952,5287,"Entourage","2010","Scripted"
"1844","Entourage_2011",35100,5589,"Entourage","2011","Scripted"
"1845","Episodes_2011",24915,3373,"Episodes","2011","Scripted"
"1846","Episodes_2012",32813,3181,"Episodes","2012","Scripted"
"1847","Episodes_2014",31848,3937,"Episodes","2014","Scripted"
"1848","Episodes_2015",31655,3601,"Episodes","2015","Scripted"
"1849","Episodes_2017",3439,3439,"Episodes","2017","Scripted"
"1850","Escaflowne_1996",2575,1556,"Escaflowne","1996","Animation"
"1851","Eternal Law_2012",16577,3996,"Eternal Law","2012","Scripted"
"1852","Eureka_2006",56460,4545,"Eureka","2006","Scripted"
"1853","Eureka_2007",66103,4869,"Eureka","2007","Scripted"
"1854","Eureka_2008",42977,5259,"Eureka","2008","Scripted"
"1855","Eureka_2009",53141,5166,"Eureka","2009","Scripted"
"1856","Eureka_2010",50574,5743,"Eureka","2010","Scripted"
"1857","Eureka_2011",56860,5167,"Eureka","2011","Scripted"
"1858","Eureka_2012",65052,4422,"Eureka","2012","Scripted"
"1859","Europe: A Natural History_2005",13101,3271,"Europe: A Natural History","2005","Documentary"
"1860","Everest: Beyond the Limit_2009",9875,4872,"Everest: Beyond the Limit","2009","Documentary"
"1861","Everwood_2002",63139,5128,"Everwood","2002","Scripted"
"1862","Everwood_2003",131289,6263,"Everwood","2003","Scripted"
"1863","Everwood_2004",139401,6529,"Everwood","2004","Scripted"
"1864","Everwood_2005",130952,6022,"Everwood","2005","Scripted"
"1865","Everwood_2006",74832,6264,"Everwood","2006","Scripted"
"1866","Every Witch Way_2014",113265,2752,"Every Witch Way","2014","Scripted"
"1867","Every Witch Way_2015",28416,3001,"Every Witch Way","2015","Scripted"
"1868","Everybody Hates Chris_2005",30611,2490,"Everybody Hates Chris","2005","Scripted"
"1869","Everybody Hates Chris_2006",61897,2945,"Everybody Hates Chris","2006","Scripted"
"1870","Everybody Hates Chris_2007",69262,3321,"Everybody Hates Chris","2007","Scripted"
"1871","Everybody Hates Chris_2008",71277,3150,"Everybody Hates Chris","2008","Scripted"
"1872","Everybody Hates Chris_2009",38718,3225,"Everybody Hates Chris","2009","Scripted"
"1873","Everybody Loves Raymond_1996",31864,3018,"Everybody Loves Raymond","1996","Scripted"
"1874","Everybody Loves Raymond_1997",59237,2448,"Everybody Loves Raymond","1997","Scripted"
"1875","Everybody Loves Raymond_1998",61436,2674,"Everybody Loves Raymond","1998","Scripted"
"1876","Everybody Loves Raymond_1999",60089,2400,"Everybody Loves Raymond","1999","Scripted"
"1877","Everybody Loves Raymond_2000",61385,2837,"Everybody Loves Raymond","2000","Scripted"
"1878","Everybody Loves Raymond_2001",67249,2255,"Everybody Loves Raymond","2001","Scripted"
"1879","Everybody Loves Raymond_2002",58484,2402,"Everybody Loves Raymond","2002","Scripted"
"1880","Everybody Loves Raymond_2003",58216,2360,"Everybody Loves Raymond","2003","Scripted"
"1881","Everybody Loves Raymond_2004",53121,2276,"Everybody Loves Raymond","2004","Scripted"
"1882","Everybody Loves Raymond_2005",20442,2663,"Everybody Loves Raymond","2005","Scripted"
"1883","Everyman_1977",10152,4888,"Everyman","1977","Documentary"
"1884","Everyman_1986",9882,5152,"Everyman","1986","Documentary"
"1885","Evolution_2002",51485,6825,"Evolution","2002","Documentary"
"1886","Exes & Ohs_2007",5033,2499,"Exes & Ohs","2007","Scripted"
"1887","Exile_2011",12716,4231,"Exile","2011","Scripted"
"1888","Expedition Unknown_2015",17979,12463,"Expedition Unknown","2015","Reality-TV"
"1889","Exploring China: A Culinary Adventure_2012",22620,7336,"Exploring China: A Culinary Adventure","2012","Documentary"
"1890","Extant_2014",57213,3599,"Extant","2014","Scripted"
"1891","Extant_2015",56998,3884,"Extant","2015","Scripted"
"1892","Extras_2005",26713,4643,"Extras","2005","Scripted"
"1893","Extras_2006",27725,4098,"Extras","2006","Scripted"
"1894","Extras_2007",12567,12567,"Extras","2007","Scripted"
"1895","Eye Candy_2015",41903,3499,"Eye Candy","2015","Scripted"
"1896","Eyes on the Prize_1987",44277,7468,"Eyes on the Prize","1987","Documentary"
"1897","Eyes on the Prize_1990",64154,8487,"Eyes on the Prize","1990","Documentary"
"1898","Eyewitness_2016",39466,4055,"Eyewitness","2016","Scripted"
"1899","F Is for Family_2015",22940,3975,"F Is for Family","2015","Animation"
"1900","F Is for Family_2017",3661,3661,"F Is for Family","2017","Animation"
"1901","F/X: The Series_1998",5797,2855,"F/X: The Series","1998","Scripted"
"1902","FM_2009",18881,3318,"FM","2009","Scripted"
"1903","Face Off_2011",7078,7078,"Face Off","2011","Reality-TV"
"1904","Face Off_2012",69589,10552,"Face Off","2012","Reality-TV"
"1905","Face Off_2013",170522,6900,"Face Off","2013","Reality-TV"
"1906","Face Off_2014",179634,6457,"Face Off","2014","Reality-TV"
"1907","Face Off_2015",186855,6737,"Face Off","2015","Reality-TV"
"1908","Face Off_2016",38957,6596,"Face Off","2016","Reality-TV"
"1909","Face Off_2017",61555,6805,"Face Off","2017","Reality-TV"
"1910","Facing_2016",14325,6602,"Facing","2016","Documentary"
"1911","Fact or Faked: Paranormal Files_2010",40793,6937,"Fact or Faked: Paranormal Files","2010","Documentary"
"1912","Fairly Legal_2011",61032,6135,"Fairly Legal","2011","Scripted"
"1913","Fairly Legal_2012",78539,5725,"Fairly Legal","2012","Scripted"
"1914","Faking It_2014",48355,2574,"Faking It","2014","Scripted"
"1915","Faking It_2015",35286,3148,"Faking It","2015","Scripted"
"1916","Faking It_2016",35690,3358,"Faking It","2016","Scripted"
"1917","Falcón_2012",6909,3038,"Falcón","2012","Scripted"
"1918","Falling Skies_2011",43898,5091,"Falling Skies","2011","Scripted"
"1919","Falling Skies_2012",44561,4134,"Falling Skies","2012","Scripted"
"1920","Falling Skies_2013",50255,4979,"Falling Skies","2013","Scripted"
"1921","Falling Skies_2014",55636,3668,"Falling Skies","2014","Scripted"
"1922","Falling Skies_2015",42694,4937,"Falling Skies","2015","Scripted"
"1923","Falling Water_2016",27839,3150,"Falling Water","2016","Scripted"
"1924","Family Guy_1999",32091,3478,"Family Guy","1999","Animation"
"1925","Family Guy_2000",55608,3299,"Family Guy","2000","Animation"
"1926","Family Guy_2001",48181,3344,"Family Guy","2001","Animation"
"1927","Family Guy_2002",15351,2874,"Family Guy","2002","Animation"
"1928","Family Guy_2003",2751,2751,"Family Guy","2003","Animation"
"1929","Family Guy_2005",50705,3118,"Family Guy","2005","Animation"
"1930","Family Guy_2006",55110,2895,"Family Guy","2006","Animation"
"1931","Family Guy_2007",57422,2575,"Family Guy","2007","Animation"
"1932","Family Guy_2008",34737,3154,"Family Guy","2008","Animation"
"1933","Family Guy_2009",70183,3091,"Family Guy","2009","Animation"
"1934","Family Guy_2010",70838,6264,"Family Guy","2010","Animation"
"1935","Family Guy_2011",59728,3242,"Family Guy","2011","Animation"
"1936","Family Guy_2012",71502,3689,"Family Guy","2012","Animation"
"1937","Family Guy_2013",75025,3719,"Family Guy","2013","Animation"
"1938","Family Guy_2014",65657,3571,"Family Guy","2014","Animation"
"1939","Family Guy_2015",71272,3212,"Family Guy","2015","Animation"
"1940","Family Guy_2016",61648,3119,"Family Guy","2016","Animation"
"1941","Family Guy_2017",35653,3169,"Family Guy","2017","Animation"
"1942","Family Matters_1989",11501,2703,"Family Matters","1989","Scripted"
"1943","Family Tools_2013",6834,3118,"Family Tools","2013","Scripted"
"1944","Family Tree_2013",34267,4712,"Family Tree","2013","Scripted"
"1945","Famous in Love_2017",38444,5662,"Famous in Love","2017","Scripted"
"1946","Fantastic Four_1994",35583,2233,"Fantastic Four","1994","Animation"
"1947","Fantastic Four_1995",14555,1873,"Fantastic Four","1995","Animation"
"1948","Fantastic Four_1996",6295,2217,"Fantastic Four","1996","Animation"
"1949","Fargo_2014",41146,4417,"Fargo","2014","Scripted"
"1950","Fargo_2015",39606,4279,"Fargo","2015","Scripted"
"1951","Fargo_2017",32261,2657,"Fargo","2017","Scripted"
"1952","Farscape_1999",71540,4690,"Farscape","1999","Scripted"
"1953","Farscape_2000",103992,5021,"Farscape","2000","Scripted"
"1954","Farscape_2001",83352,5150,"Farscape","2001","Scripted"
"1955","Farscape_2002",64550,3573,"Farscape","2002","Scripted"
"1956","Farscape_2003",44236,5599,"Farscape","2003","Scripted"
"1957","Fast n' Loud_2016",40785,15971,"Fast n' Loud","2016","Reality-TV"
"1958","Fastlane_2002",40022,5220,"Fastlane","2002","Scripted"
"1959","Fastlane_2003",63155,5605,"Fastlane","2003","Scripted"
"1960","Father Brown_2013",43377,4045,"Father Brown","2013","Scripted"
"1961","Father Brown_2014",42696,4371,"Father Brown","2014","Scripted"
"1962","Father Brown_2015",66819,4105,"Father Brown","2015","Scripted"
"1963","Father Brown_2016",50774,4855,"Father Brown","2016","Scripted"
"1964","Father Brown_2017",63934,4582,"Father Brown","2017","Scripted"
"1965","Father Ted_1995",17097,2776,"Father Ted","1995","Scripted"
"1966","Father Ted_1996",33049,5825,"Father Ted","1996","Scripted"
"1967","Father Ted_1998",18932,2505,"Father Ted","1998","Scripted"
"1968","Father of the Pride_2004",34215,3078,"Father of the Pride","2004","Animation"
"1969","Fawlty Towers_1975",26831,3971,"Fawlty Towers","1975","Scripted"
"1970","Fawlty Towers_1979",29273,5162,"Fawlty Towers","1979","Scripted"
"1971","Fear Itself_2008",23993,4030,"Fear Itself","2008","Scripted"
"1972","Fear the Walking Dead_2015",21398,3822,"Fear the Walking Dead","2015","Scripted"
"1973","Fear the Walking Dead_2016",40261,3520,"Fear the Walking Dead","2016","Scripted"
"1974","Fear the Walking Dead_2017",23589,2910,"Fear the Walking Dead","2017","Scripted"
"1975","Fearless_2017",28155,4558,"Fearless","2017","Scripted"
"1976","Feed the Beast_2016",41447,4907,"Feed the Beast","2016","Scripted"
"1977","Felicity_1998",109539,7732,"Felicity","1998","Scripted"
"1978","Felicity_1999",192106,5104,"Felicity","1999","Scripted"
"1979","Felicity_2000",126631,5763,"Felicity","2000","Scripted"
"1980","Felicity_2001",83246,4704,"Felicity","2001","Scripted"
"1981","Felicity_2002",53095,4608,"Felicity","2002","Scripted"
"1982","Femme Fatales_2011",37614,3657,"Femme Fatales","2011","Scripted"
"1983","Femme Fatales_2012",30828,2463,"Femme Fatales","2012","Scripted"
"1984","Feud_2017",27175,5352,"Feud","2017","Scripted"
"1985","Filthy Cities_2011",26929,8149,"Filthy Cities","2011","Documentary"
"1986","Filthy Rich_1982",14065,4563,"Filthy Rich","1982","Scripted"
"1987","Finding Carter_2014",59145,4295,"Finding Carter","2014","Scripted"
"1988","Finding Carter_2015",119742,5712,"Finding Carter","2015","Scripted"
"1989","Finding Your Roots with Henry Louis Gates, Jr._2014",72057,6981,"Finding Your Roots with Henry Louis Gates, Jr.","2014","Documentary"
"1990","Fingersmith_2005",11417,3742,"Fingersmith","2005","Scripted"
"1991","Fireball XL5_1962",15820,1594,"Fireball XL5","1962","Scripted"
"1992","Fireball XL5_1963",54309,1799,"Fireball XL5","1963","Scripted"
"1993","Firefly_2002",42604,3881,"Firefly","2002","Scripted"
"1994","Firefly_2003",9254,5057,"Firefly","2003","Scripted"
"1995","First Life_2010",12441,6331,"First Life","2010","Documentary"
"1996","First Wave_1998",25977,3399,"First Wave","1998","Scripted"
"1997","First Wave_1999",3248,3248,"First Wave","1999","Scripted"
"1998","Five Came Back_2017",23113,8452,"Five Came Back","2017","Documentary"
"1999","Five Daughters_2010",11055,5176,"Five Daughters","2010","Scripted"
"2000","Five Days_2007",28893,4711,"Five Days","2007","Scripted"
"2001","Five Days_2010",28040,5583,"Five Days","2010","Scripted"
"2002","Five Red Herrings_1975",26721,6078,"Five Red Herrings","1975","Scripted"
"2003","Flaked_2016",26998,3027,"Flaked","2016","Scripted"
"2004","Flaked_2017",11482,3919,"Flaked","2017","Scripted"
"2005","Flash Gordon_2007",69383,4514,"Flash Gordon","2007","Scripted"
"2006","Flash Gordon_2008",25754,4983,"Flash Gordon","2008","Scripted"
"2007","Flashforward_2009",50416,5358,"Flashforward","2009","Scripted"
"2008","Flashforward_2010",67992,4500,"Flashforward","2010","Scripted"
"2009","Flashpoint_2008",42534,5626,"Flashpoint","2008","Scripted"
"2010","Flashpoint_2009",103186,5033,"Flashpoint","2009","Scripted"
"2011","Flashpoint_2010",37521,5713,"Flashpoint","2010","Scripted"
"2012","Flashpoint_2011",124575,5122,"Flashpoint","2011","Scripted"
"2013","Flashpoint_2012",73711,5194,"Flashpoint","2012","Scripted"
"2014","Fleabag_2016",15014,2517,"Fleabag","2016","Scripted"
"2015","Fleming_2014",15559,4070,"Fleming","2014","Scripted"
"2016","Flesh and Bone_2015",28489,4128,"Flesh and Bone","2015","Scripted"
"2017","Flight of the Conchords_2007",48235,4390,"Flight of the Conchords","2007","Scripted"
"2018","Flight of the Conchords_2009",39287,3891,"Flight of the Conchords","2009","Scripted"
"2019","Flip or Flop_2016",11210,3809,"Flip or Flop","2016","Reality-TV"
"2020","Flowers_2016",5483,2945,"Flowers","2016","Scripted"
"2021","Footballers' Wives_2004",45707,6064,"Footballers' Wives","2004","Scripted"
"2022","Footballers' Wives_2005",55495,7750,"Footballers' Wives","2005","Scripted"
"2023","Footballers' Wives_2006",42700,7605,"Footballers' Wives","2006","Scripted"
"2024","Forbidden Science_2009",9305,2331,"Forbidden Science","2009","Scripted"
"2025","Forever Knight_1992",82313,4178,"Forever Knight","1992","Scripted"
"2026","Forever Knight_1993",17255,4217,"Forever Knight","1993","Scripted"
"2027","Forever Knight_1994",49459,4852,"Forever Knight","1994","Scripted"
"2028","Forever Knight_1995",69304,5000,"Forever Knight","1995","Scripted"
"2029","Forever_2014",59601,5145,"Forever","2014","Scripted"
"2030","Forever_2015",59425,5789,"Forever","2015","Scripted"
"2031","Fortier_2001",36185,3643,"Fortier","2001","Scripted"
"2032","Fortitude_2015",36529,1779,"Fortitude","2015","Scripted"
"2033","Fortitude_2016",3022,3022,"Fortitude","2016","Scripted"
"2034","Fortitude_2017",24148,2970,"Fortitude","2017","Scripted"
"2035","Fortysomething_2003",34481,6060,"Fortysomething","2003","Scripted"
"2036","Fossil Wonderlands: Nature's Hidden Treasures_2014",21363,7228,"Fossil Wonderlands: Nature's Hidden Treasures","2014","Documentary"
"2037","Four Kings_2006",13827,2761,"Four Kings","2006","Scripted"
"2038","Four Star Playhouse_1953",8685,3826,"Four Star Playhouse","1953","Scripted"
"2039","Four Star Playhouse_1956",2493,2493,"Four Star Playhouse","1956","Scripted"
"2040","Foyle's War_2002",46495,11028,"Foyle's War","2002","Scripted"
"2041","Foyle's War_2003",46025,11002,"Foyle's War","2003","Scripted"
"2042","Foyle's War_2004",39760,10790,"Foyle's War","2004","Scripted"
"2043","Foyle's War_2006",21505,10955,"Foyle's War","2006","Scripted"
"2044","Foyle's War_2007",22919,11284,"Foyle's War","2007","Scripted"
"2045","Foyle's War_2008",32410,11834,"Foyle's War","2008","Scripted"
"2046","Foyle's War_2010",31592,9807,"Foyle's War","2010","Scripted"
"2047","Foyle's War_2013",27389,8653,"Foyle's War","2013","Scripted"
"2048","Foyle's War_2015",29788,10081,"Foyle's War","2015","Scripted"
"2049","Francesco's Mediterranean Voyage_2008",19082,1282,"Francesco's Mediterranean Voyage","2008","Documentary"
"2050","Frankie_2013",31900,6446,"Frankie","2013","Scripted"
"2051","Franklin & Bash_2011",67955,7169,"Franklin & Bash","2011","Scripted"
"2052","Franklin & Bash_2012",62439,6661,"Franklin & Bash","2012","Scripted"
"2053","Franklin & Bash_2013",67339,6601,"Franklin & Bash","2013","Scripted"
"2054","Franklin & Bash_2014",67675,6823,"Franklin & Bash","2014","Scripted"
"2055","Frasier_1993",32637,2741,"Frasier","1993","Scripted"
"2056","Frasier_1994",60715,2636,"Frasier","1994","Scripted"
"2057","Frasier_1995",61881,2707,"Frasier","1995","Scripted"
"2058","Frasier_1996",74323,3194,"Frasier","1996","Scripted"
"2059","Frasier_1997",77941,3244,"Frasier","1997","Scripted"
"2060","Frasier_1998",77409,2845,"Frasier","1998","Scripted"
"2061","Frasier_1999",86890,3458,"Frasier","1999","Scripted"
"2062","Frasier_2000",70074,6428,"Frasier","2000","Scripted"
"2063","Frasier_2001",83182,2708,"Frasier","2001","Scripted"
"2064","Frasier_2002",68256,3513,"Frasier","2002","Scripted"
"2065","Frasier_2003",79098,3192,"Frasier","2003","Scripted"
"2066","Frasier_2004",40359,3116,"Frasier","2004","Scripted"
